#Unique word with its average of Pos-Neg.
#The number of unique terms is : 25960
able#a	0.15625	0.0	0.15625	0.84375
unable#a	0.041666666666666664	0.4583333333333333	-0.4166666666666667	0.5
dorsal#a	0.0	0.0	0.0	1.0
abaxial#a	0.0	0.0	0.0	1.0
ventral#a	0.0	0.0	0.0	1.0
adaxial#a	0.0	0.0	0.0	1.0
acroscopic#a	0.0	0.0	0.0	1.0
basiscopic#a	0.0	0.0	0.0	1.0
abducting#a	0.0	0.0	0.0	1.0
abducent#a	0.0	0.0	0.0	1.0
adductive#a	0.0	0.0	0.0	1.0
adducting#a	0.0	0.0	0.0	1.0
adducent#a	0.0	0.0	0.0	1.0
nascent#a	0.0	0.0	0.0	1.0
emerging#a	0.0	0.0	0.0	1.0
emergent#a	0.0625	0.125	-0.0625	0.8125
dissilient#a	0.25	0.0	0.25	0.75
parturient#a	0.125	0.0	0.125	0.875
dying#a	0.0625	0.0	0.0625	0.9375
moribund#a	0.0	0.375	-0.375	0.625
last#a	0.1111111111111111	0.20833333333333334	-0.09722222222222222	0.6805555555555556
abridged#a	0.0	0.0	0.0	1.0
shortened#a	0.0	0.0	0.0	1.0
cut#a	0.06944444444444445	0.013888888888888888	0.05555555555555555	0.9166666666666666
half-length#a	0.0	0.0	0.0	1.0
potted#a	0.0	0.0	0.0	1.0
unabridged#a	0.0	0.0	0.0	1.0
uncut#a	0.125	0.25	-0.125	0.625
full-length#a	0.375	0.0	0.375	0.625
absolute#a	0.3	0.325	-0.025	0.375
direct#a	0.075	0.025	0.05	0.9
unquestioning#a	0.375	0.5625	-0.1875	0.0625
implicit#a	0.4375	0.25	0.1875	0.3125
infinite#a	0.0625	0.125	-0.0625	0.8125
living#a	0.20833333333333334	0.0625	0.14583333333333334	0.7291666666666666
relative#a	0.125	0.25	-0.125	0.625
comparative#a	0.125	0.25	-0.125	0.625
relational#a	0.0	0.0	0.0	1.0
absorptive#a	0.0	0.0	0.0	1.0
absorbent#a	0.0	0.0	0.0	1.0
sorbefacient#a	0.375	0.0	0.375	0.625
absorbefacient#a	0.375	0.0	0.375	0.625
assimilatory#a	0.0	0.75	-0.75	0.25
assimilative#a	0.0	0.75	-0.75	0.25
assimilating#a	0.0	0.75	-0.75	0.25
hygroscopic#a	0.0	0.0	0.0	1.0
receptive#a	0.0625	0.03125	0.03125	0.90625
shock-absorbent#a	0.0	0.0	0.0	1.0
spongy#a	0.0625	0.0	0.0625	0.9375
spongelike#a	0.0625	0.0	0.0625	0.9375
